Si No,Volume ,V/ C Ratio,Speed
4193,2924,1.06,47.29
4194,2926,1.06,47.26
4195,2928,1.06,47.23
4196,2930,1.07,47.20
4197,2932,1.07,47.17
4198,2934,1.07,47.14
4199,2936,1.07,47.11
4200,2938,1.07,47.08
4201,2940,1.07,47.05
4202,2942,1.07,47.02
4203,2944,1.07,46.99
4204,2946,1.07,46.96
4205,2948,1.07,46.93
4206,2000,1.00,46.90
4207,2003,1.00,46.87
4208,2006,1.00,46.84
4209,2009,1.00,46.81
4210,2012,1.01,46.78
4211,2015,1.01,46.75
4212,2018,1.01,46.72
4213,2021,1.01,46.69
4214,2024,1.01,46.66
4215,2027,1.01,46.63
4216,2030,1.02,46.60
4217,2033,1.02,46.57
4218,2036,1.02,46.54
4219,2039,1.02,46.51
4220,2042,1.02,46.48
4221,2045,1.02,46.45
4222,2048,1.02,46.42
4223,2051,1.03,46.39
4224,2054,1.03,46.36
4225,2057,1.03,46.33
4226,2060,1.03,46.30
4227,2063,1.03,46.27
4228,2066,1.03,46.24
4229,2069,1.03,46.21
4230,2072,1.04,46.18
4231,2075,1.04,46.15
4232,2078,1.04,46.12
4233,2081,1.04,46.09
4234,2084,1.04,46.06
4235,2087,1.04,46.03
4236,2090,1.05,46.00
4237,2093,1.05,45.97
4238,2096,1.05,45.94
4239,2099,1.05,45.91
4240,2102,1.05,45.88
4241,2105,1.05,45.85
4242,2108,1.05,45.82
4243,2111,1.06,45.79
4244,2114,1.06,45.76
4245,2117,1.06,45.73
4246,2120,1.06,45.70
4247,2123,1.06,45.67
4248,2126,1.06,45.64
4249,2129,1.06,45.61
4250,2132,1.07,45.58
4251,2135,1.07,45.55
4252,2138,1.07,45.52
4253,2141,1.07,45.49
4254,2144,1.07,45.46
4255,2147,1.07,45.43
4256,2150,1.08,45.40
4257,2153,1.08,45.37
4258,2156,1.08,45.34
4259,2159,1.08,45.31
4260,2162,1.08,45.28
4261,2165,1.08,45.25
4262,2168,1.08,45.22
4263,2171,1.09,45.19
4264,2174,1.09,45.16
4265,2177,1.09,45.13
4266,2180,1.09,45.10
4267,2183,1.09,45.07
4268,2186,1.09,45.04
4269,2189,1.09,45.01
4270,2192,1.10,44.98
4271,2195,1.10,44.95
4272,2198,1.10,44.92
4273,2201,1.10,44.89
4274,2204,1.10,44.86
4275,2207,1.10,44.83
4276,2210,1.11,44.80
4277,2213,1.11,44.77
4278,2216,1.11,44.74
4279,2219,1.11,44.71
4280,2222,1.11,44.68
4281,2225,1.11,44.65
4282,2228,1.11,44.62
4283,2231,1.12,44.59
4284,2234,1.12,44.56
4285,2237,1.12,44.53
4286,2240,1.12,44.50
4287,2243,1.12,44.47
4288,2246,1.12,44.44
4289,2249,1.12,44.41
4290,2252,1.13,44.38
4291,2255,1.13,44.35
4292,2258,1.13,44.32
4293,2261,1.13,44.29
4294,2264,1.13,44.26
4295,2267,1.13,44.23
4296,2270,1.14,44.20
4297,2273,1.14,44.17
4298,2276,1.14,44.14
4299,2279,1.14,44.11
4300,2282,1.14,44.08
4301,2285,1.14,44.05
4302,2288,1.14,44.02
4303,2291,1.15,43.99
4304,2294,1.15,43.96
4305,2297,1.15,43.93
4306,1500,1.00,43.90
4307,1502,1.00,43.87
4308,1504,1.00,43.84
4309,1506,1.00,43.81
4310,1508,1.01,43.78
4311,1510,1.01,43.75
4312,1512,1.01,43.72
4313,1514,1.01,43.69
4314,1516,1.01,43.66
4315,1518,1.01,43.63
4316,1520,1.01,43.60
4317,1522,1.01,43.57
4318,1524,1.02,43.54
4319,1526,1.02,43.51
4320,1528,1.02,43.48
4321,1530,1.02,43.45
4322,1532,1.02,43.42
4323,1534,1.02,43.39
4324,1536,1.02,43.36
4325,1538,1.03,43.33
4326,1540,1.03,43.30
4327,1542,1.03,43.27
4328,1544,1.03,43.24
4329,1546,1.03,43.21
4330,1548,1.03,43.18
4331,1550,1.03,43.15
4332,1552,1.03,43.12
4333,1554,1.04,43.09
4334,1556,1.04,43.06
4335,1558,1.04,43.03
4336,1560,1.04,43.00
4337,1562,1.04,42.97
4338,1564,1.04,42.94
4339,1566,1.04,42.91
4340,1568,1.05,42.88
4341,1570,1.05,42.85
4342,1572,1.05,42.82
4343,1574,1.05,42.79
4344,1576,1.05,42.76
4345,1578,1.05,42.73
4346,1580,1.05,42.70
4347,1582,1.05,42.67
4348,1584,1.06,42.64
4349,1586,1.06,42.61
4350,1588,1.06,42.58
4351,1590,1.06,42.55
4352,1592,1.06,42.52
4353,1594,1.06,42.49
4354,1596,1.06,42.46
4355,1598,1.07,42.43
4356,1600,1.07,42.40
4357,1602,1.07,42.37
4358,1604,1.07,42.34
4359,1606,1.07,42.31
4360,1608,1.07,42.28
4361,1610,1.07,42.25
4362,1612,1.07,42.22
4363,1614,1.08,42.19
4364,1616,1.08,42.16
4365,1618,1.08,42.13
4366,1620,1.08,42.10
4367,1622,1.08,42.07
4368,1624,1.08,42.04
4369,1626,1.08,42.01
4370,1628,1.09,41.98
4371,1630,1.09,41.95
4372,1632,1.09,41.92
4373,1634,1.09,41.89
4374,1636,1.09,41.86
4375,1638,1.09,41.83
4376,1640,1.09,41.80
4377,1642,1.09,41.77
4378,1644,1.10,41.74
4379,1646,1.10,41.71
4380,1648,1.10,41.68
4381,1650,1.10,41.65
4382,1652,1.10,41.62
4383,1654,1.10,41.59
4384,1656,1.10,41.56
4385,1658,1.11,41.53
4386,1660,1.11,41.50
4387,1662,1.11,41.47
4388,1664,1.11,41.44
4389,1666,1.11,41.41
4390,1668,1.11,41.38
4391,1670,1.11,41.35
4392,1672,1.11,41.32
4393,1674,1.12,41.29
4394,1676,1.12,41.26
4395,1678,1.12,41.23
4396,1680,1.12,41.20
4397,1682,1.12,41.17
4398,1684,1.12,41.14
4399,1686,1.12,41.11
4400,1688,1.13,41.08
4401,1690,1.13,41.05
4402,1692,1.13,41.02
4403,1694,1.13,40.99
4404,1696,1.13,40.96
4405,1698,1.13,40.93
4406,1350,1.00,40.90
4407,1353,1.00,40.87
4408,1356,1.00,40.84
4409,1359,1.01,40.81
4410,1362,1.01,40.78
4411,1365,1.01,40.75
4412,1368,1.01,40.72
4413,1371,1.02,40.69
4414,1374,1.02,40.66
4415,1377,1.02,40.63
4416,1380,1.02,40.60
4417,1383,1.02,40.57
4418,1386,1.03,40.54
4419,1389,1.03,40.51
4420,1392,1.03,40.48
4421,1395,1.03,40.45
4422,1398,1.04,40.42
4423,1401,1.04,40.39
4424,1404,1.04,40.36
4425,1407,1.04,40.33
4426,1410,1.04,40.30
4427,1413,1.05,40.27
4428,1416,1.05,40.24
4429,1419,1.05,40.21
4430,1422,1.05,40.18
4431,1425,1.06,40.15
4432,1428,1.06,40.12
4433,1431,1.06,40.09
4434,1434,1.06,40.06
4435,1437,1.06,40.03
4436,1440,1.07,40.00
4437,1443,1.07,39.97
4438,1446,1.07,39.94
4439,1449,1.07,39.91
4440,1452,1.08,39.88
4441,1455,1.08,39.85
4442,1458,1.08,39.82
4443,1461,1.08,39.79
4444,1464,1.08,39.76
4445,1467,1.09,39.73
4446,1470,1.09,39.70
4447,1473,1.09,39.67
4448,1476,1.09,39.64
4449,1479,1.10,39.61
4450,1482,1.10,39.58
4451,1485,1.10,39.55
4452,1488,1.10,39.52
4453,1491,1.10,39.49
4454,1494,1.11,39.46
4455,1497,1.11,39.43
4456,1500,1.11,39.40
4457,1503,1.11,39.37
4458,1506,1.12,39.34
4459,1509,1.12,39.31
4460,1512,1.12,39.28
4461,1515,1.12,39.25
4462,1518,1.12,39.22
4463,1521,1.13,39.19
4464,1524,1.13,39.16
4465,1527,1.13,39.13
4466,1530,1.13,39.10
4467,1533,1.14,39.07
4468,1536,1.14,39.04
4469,1539,1.14,39.01
4470,1542,1.14,38.98
4471,1545,1.14,38.95
4472,1548,1.15,38.92
4473,1551,1.15,38.89
4474,1554,1.15,38.86
4475,1557,1.15,38.83
4476,1560,1.16,38.80
4477,1563,1.16,38.77
4478,1566,1.16,38.74
4479,1569,1.16,38.71
4480,1572,1.16,38.68
4481,1575,1.17,38.65
4482,1578,1.17,38.62
4483,1581,1.17,38.59
4484,1584,1.17,38.56
4485,1587,1.18,38.53
4486,1590,1.18,38.50
4487,1593,1.18,38.47
4488,1596,1.18,38.44
4489,1599,1.18,38.41
4490,1602,1.19,38.38
4491,1605,1.19,38.35
4492,1608,1.19,38.32
4493,1611,1.19,38.29
4494,1614,1.20,38.26
4495,1617,1.20,38.23
4496,1620,1.20,38.20
4497,1623,1.20,38.17
4498,1626,1.20,38.14
4499,1629,1.21,38.11
4500,1632,1.21,38.08
4501,1635,1.21,38.05
4502,1638,1.21,38.02
4503,1641,1.22,37.99
4504,1644,1.22,37.96
4505,1647,1.22,37.93
4506,1200,1.00,37.90
4507,1201,1.00,37.87
4508,1202,1.00,37.84
4509,1203,1.00,37.81
4510,1204,1.00,37.78
4511,1205,1.00,37.75
4512,1206,1.01,37.72
4513,1207,1.01,37.69
4514,1208,1.01,37.66
4515,1209,1.01,37.63
4516,1210,1.01,37.60
4517,1211,1.01,37.57
4518,1212,1.01,37.54
4519,1213,1.01,37.51
4520,1214,1.01,37.48
4521,1215,1.01,37.45
4522,1216,1.01,37.42
4523,1217,1.01,37.39
4524,1218,1.02,37.36
4525,1219,1.02,37.33
4526,1220,1.02,37.30
4527,1221,1.02,37.27
4528,1222,1.02,37.24
4529,1223,1.02,37.21
4530,1224,1.02,37.18
4531,1225,1.02,37.15
4532,1226,1.02,37.12
4533,1227,1.02,37.09
4534,1228,1.02,37.06
4535,1229,1.02,37.03
4536,1230,1.03,37.00
4537,1231,1.03,36.97
4538,1232,1.03,36.94
4539,1233,1.03,36.91
4540,1234,1.03,36.88
4541,1235,1.03,36.85
4542,1236,1.03,36.82
4543,1237,1.03,36.79
4544,1238,1.03,36.76
4545,1239,1.03,36.73
4546,1240,1.03,36.70
4547,1241,1.03,36.67
4548,1242,1.04,36.64
4549,1243,1.04,36.61
4550,1244,1.04,36.58
4551,1245,1.04,36.55
4552,1246,1.04,36.52
4553,1247,1.04,36.49
4554,1248,1.04,36.46
4555,1249,1.04,36.43
4556,1250,1.04,36.40
4557,1251,1.04,36.37
4558,1252,1.04,36.34
4559,1253,1.04,36.31
4560,1254,1.05,36.28
4561,1255,1.05,36.25
4562,1256,1.05,36.22
4563,1257,1.05,36.19
4564,1258,1.05,36.16
4565,1259,1.05,36.13
4566,1260,1.05,36.10
4567,1261,1.05,36.07
4568,1262,1.05,36.04
4569,1263,1.05,36.01
4570,1264,1.05,35.98
4571,1265,1.05,35.95
4572,1266,1.06,35.92
4573,1267,1.06,35.89
4574,1268,1.06,35.86
4575,1269,1.06,35.83
4576,1270,1.06,35.80
4577,1271,1.06,35.77
4578,1272,1.06,35.74
4579,1273,1.06,35.71
4580,1274,1.06,35.68
4581,1275,1.06,35.65
4582,1276,1.06,35.62
4583,1277,1.06,35.59
4584,1278,1.07,35.56
4585,1279,1.07,35.53
4586,1280,1.07,35.50
4587,1281,1.07,35.47
4588,1282,1.07,35.44
4589,1283,1.07,35.41
4590,1284,1.07,35.38
4591,1285,1.07,35.35
4592,1286,1.07,35.32
4593,1287,1.07,35.29
4594,1288,1.07,35.26
4595,1289,1.07,35.23
4596,1290,1.08,35.20
4597,1291,1.08,35.17
4598,1292,1.08,35.14
4599,1293,1.08,35.11
4600,1294,1.08,35.08
4601,1295,1.08,35.05
4602,1296,1.08,35.02
4603,1297,1.08,34.99
4604,1298,1.08,34.96
4605,1299,1.08,34.93
4606,1000,1.00,34.90
4607,1002,1.00,34.87
4608,1004,1.00,34.84
4609,1006,1.01,34.81
4610,1008,1.01,34.78
4611,1010,1.01,34.75
4612,1012,1.01,34.72
4613,1014,1.01,34.69
4614,1016,1.02,34.66
4615,1018,1.02,34.63
4616,1020,1.02,34.60
4617,1022,1.02,34.57
4618,1024,1.02,34.54
4619,1026,1.03,34.51
4620,1028,1.03,34.48
4621,1030,1.03,34.45
4622,1032,1.03,34.42
4623,1034,1.03,34.39
4624,1036,1.04,34.36
4625,1038,1.04,34.33
4626,1040,1.04,34.30
4627,1042,1.04,34.27
4628,1044,1.04,34.24
4629,1046,1.05,34.21
4630,1048,1.05,34.18
4631,1050,1.05,34.15
4632,1052,1.05,34.12
4633,1054,1.05,34.09
4634,1056,1.06,34.06
4635,1058,1.06,34.03
4636,1060,1.06,34.00
4637,1062,1.06,33.97
4638,1064,1.06,33.94
4639,1066,1.07,33.91
4640,1068,1.07,33.88
4641,1070,1.07,33.85
4642,1072,1.07,33.82
4643,1074,1.07,33.79
4644,1076,1.08,33.76
4645,1078,1.08,33.73
4646,1080,1.08,33.70
4647,1082,1.08,33.67
4648,1084,1.08,33.64
4649,1086,1.09,33.61
4650,1088,1.09,33.58
4651,1090,1.09,33.55
4652,1092,1.09,33.52
4653,1094,1.09,33.49
4654,1096,1.10,33.46
4655,1098,1.10,33.43
4656,1100,1.10,33.40
4657,1102,1.10,33.37
4658,1104,1.10,33.34
4659,1106,1.11,33.31
4660,1108,1.11,33.28
4661,1110,1.11,33.25
4662,1112,1.11,33.22
4663,1114,1.11,33.19
4664,1116,1.12,33.16
4665,1118,1.12,33.13
4666,1120,1.12,33.10
4667,1122,1.12,33.07
4668,1124,1.12,33.04
4669,1126,1.13,33.01
4670,1128,1.13,32.98
4671,1130,1.13,32.95
4672,1132,1.13,32.92
4673,1134,1.13,32.89
4674,1136,1.14,32.86
4675,1138,1.14,32.83
4676,1140,1.14,32.80
4677,1142,1.14,32.77
4678,1144,1.14,32.74
4679,1146,1.15,32.71
4680,1148,1.15,32.68
4681,1150,1.15,32.65
4682,1152,1.15,32.62
4683,1154,1.15,32.59
4684,1156,1.16,32.56
4685,1158,1.16,32.53
4686,1160,1.16,32.50
4687,1162,1.16,32.47
4688,1164,1.16,32.44
4689,1166,1.17,32.41
4690,1168,1.17,32.38
4691,1170,1.17,32.35
4692,1172,1.17,32.32
4693,1174,1.17,32.29
4694,1176,1.18,32.26
4695,1178,1.18,32.23
4696,1180,1.18,32.20
4697,1182,1.18,32.17
4698,1184,1.18,32.14
4699,1186,1.19,32.11
4700,1188,1.19,32.08
4701,1190,1.19,32.05
4702,1192,1.19,32.02
4703,1194,1.19,31.99
4704,1196,1.20,31.96
4705,1198,1.20,31.93
4706,3500,1.00,31.90
4707,3505,1.00,31.87
4708,3510,1.00,31.84
4709,3515,1.00,31.81
4710,3520,1.01,31.78
4711,3525,1.01,31.75
4712,3530,1.01,31.72
4713,3535,1.01,31.69
4714,3540,1.01,31.66
4715,3545,1.01,31.63
4716,3550,1.01,31.60
4717,3555,1.02,31.57
4718,3560,1.02,31.54
4719,3565,1.02,31.51
4720,3570,1.02,31.48
4721,3575,1.02,31.45
4722,3580,1.02,31.42
4723,3585,1.02,31.39
4724,3590,1.03,31.36
4725,3595,1.03,31.33
4726,3600,1.03,31.30
4727,3605,1.03,31.27
4728,3610,1.03,31.24
4729,3615,1.03,31.21
4730,3620,1.03,31.18
4731,3625,1.04,31.15
4732,3630,1.04,31.12
4733,3635,1.04,31.09
4734,3640,1.04,31.06
4735,3645,1.04,31.03
4736,3650,1.04,31.00
4737,3655,1.04,30.97
4738,3660,1.05,30.94
4739,3665,1.05,30.91
4740,3670,1.05,30.88
4741,3675,1.05,30.85
4742,3680,1.05,30.82
4743,3685,1.05,30.79
4744,3690,1.05,30.76
4745,3695,1.06,30.73
4746,3700,1.06,30.70
4747,3705,1.06,30.67
4748,3710,1.06,30.64
4749,3715,1.06,30.61
4750,3720,1.06,30.58
4751,3725,1.06,30.55
4752,3730,1.07,30.52
4753,3735,1.07,30.49
4754,3740,1.07,30.46
4755,3745,1.07,30.43
4756,3750,1.07,30.40
4757,3755,1.07,30.37
4758,3760,1.07,30.34
4759,3765,1.08,30.31
4760,3770,1.08,30.28
4761,3775,1.08,30.25
4762,3780,1.08,30.22
4763,3785,1.08,30.19
4764,3790,1.08,30.16
4765,3795,1.08,30.13
4766,3800,1.09,30.10
4767,3805,1.09,30.07
4768,3810,1.09,30.04
4769,3815,1.09,30.01
4770,3820,1.09,29.98
4771,3825,1.09,29.95
4772,3830,1.09,29.92
4773,3835,1.10,29.89
4774,3840,1.10,29.86
4775,3845,1.10,29.83
4776,3850,1.10,29.80
4777,3855,1.10,29.77
4778,3860,1.10,29.74
4779,3865,1.10,29.71
4780,3870,1.11,29.68
4781,3875,1.11,29.65
4782,3880,1.11,29.62
4783,3885,1.11,29.59
4784,3890,1.11,29.56
4785,3895,1.11,29.53
4786,3900,1.11,29.50
4787,3905,1.12,29.47
4788,3910,1.12,29.44
4789,3915,1.12,29.41
4790,3920,1.12,29.38
4791,3925,1.12,29.35
4792,3930,1.12,29.32
4793,3935,1.12,29.29
4794,3940,1.13,29.26
4795,3945,1.13,29.23
4796,3950,1.13,29.20
4797,3955,1.13,29.17
4798,3960,1.13,29.14
4799,3965,1.13,29.11
4800,3970,1.13,29.08
4801,3975,1.14,29.05
4802,3980,1.14,29.02
4803,3985,1.14,28.99
4804,3990,1.14,28.96
4805,3995,1.14,28.93
4806,3250,1.00,28.90
4807,3253,1.00,28.87
4808,3256,1.00,28.84
4809,3259,1.00,28.81
4810,3262,1.00,28.78
4811,3265,1.00,28.75
4812,3268,1.01,28.72
4813,3271,1.01,28.69
4814,3274,1.01,28.66
4815,3277,1.01,28.63
4816,3280,1.01,28.60
4817,3283,1.01,28.57
4818,3286,1.01,28.54
4819,3289,1.01,28.51
4820,3292,1.01,28.48
4821,3295,1.01,28.45
4822,3298,1.01,28.42
4823,3301,1.02,28.39
4824,3304,1.02,28.36
4825,3307,1.02,28.33
4826,3310,1.02,28.30
4827,3313,1.02,28.27
4828,3316,1.02,28.24
4829,3319,1.02,28.21
4830,3322,1.02,28.18
4831,3325,1.02,28.15
4832,3328,1.02,28.12
4833,3331,1.02,28.09
4834,3334,1.03,28.06
4835,3337,1.03,28.03
4836,3340,1.03,28.00
4837,3343,1.03,27.97
4838,3346,1.03,27.94
4839,3349,1.03,27.91
4840,3352,1.03,27.88
4841,3355,1.03,27.85
4842,3358,1.03,27.82
4843,3361,1.03,27.79
4844,3364,1.04,27.76
4845,3367,1.04,27.73
4846,3370,1.04,27.70
4847,3373,1.04,27.67
4848,3376,1.04,27.64
4849,3379,1.04,27.61
4850,3382,1.04,27.58
4851,3385,1.04,27.55
4852,3388,1.04,27.52
4853,3391,1.04,27.49
4854,3394,1.04,27.46
4855,3397,1.05,27.43
4856,3400,1.05,27.40
4857,3403,1.05,27.37
4858,3406,1.05,27.34
4859,3409,1.05,27.31
4860,3412,1.05,27.28
4861,3415,1.05,27.25
4862,3418,1.05,27.22
4863,3421,1.05,27.19
4864,3424,1.05,27.16
4865,3427,1.05,27.13
4866,3430,1.06,27.10
4867,3433,1.06,27.07
4868,3436,1.06,27.04
4869,3439,1.06,27.01
4870,3442,1.06,26.98
4871,3445,1.06,26.95
4872,3448,1.06,26.92
4873,3451,1.06,26.89
4874,3454,1.06,26.86
4875,3457,1.06,26.83
4876,3460,1.06,26.80
4877,3463,1.07,26.77
4878,3466,1.07,26.74
4879,3469,1.07,26.71
4880,3472,1.07,26.68
4881,3475,1.07,26.65
4882,3478,1.07,26.62
4883,3481,1.07,26.59
4884,3484,1.07,26.56
4885,3487,1.07,26.53
4886,3490,1.07,26.50
4887,3493,1.07,26.47
4888,3496,1.08,26.44
4889,3499,1.08,26.41
4890,3502,1.08,26.38
4891,3505,1.08,26.35
4892,3508,1.08,26.32
4893,3511,1.08,26.29
4894,3514,1.08,26.26
4895,3517,1.08,26.23
4896,3520,1.08,26.20
4897,3523,1.08,26.17
4898,3526,1.08,26.14
4899,3529,1.09,26.11
4900,3532,1.09,26.08
4901,3535,1.09,26.05
4902,3538,1.09,26.02
4903,3541,1.09,25.99
4904,3544,1.09,25.96
4905,3547,1.09,25.93
4906,3000,1.00,25.90
4907,3005,1.00,25.87
4908,3010,1.00,25.84
4909,3015,1.01,25.81
4910,3020,1.01,25.78
4911,3025,1.01,25.75
4912,3030,1.01,25.72
4913,3035,1.01,25.69
4914,3040,1.01,25.66
4915,3045,1.02,25.63
4916,3050,1.02,25.60
4917,3055,1.02,25.57
4918,3060,1.02,25.54
4919,3065,1.02,25.51
4920,3070,1.02,25.48
4921,3075,1.03,25.45
4922,3080,1.03,25.42
4923,3085,1.03,25.39
4924,3090,1.03,25.36
4925,3095,1.03,25.33
4926,3100,1.03,25.30
4927,3105,1.04,25.27
4928,3110,1.04,25.24
4929,3115,1.04,25.21
4930,3120,1.04,25.18
4931,3125,1.04,25.15
4932,3130,1.04,25.12
4933,3135,1.05,25.09
4934,3140,1.05,25.06
4935,3145,1.05,25.03
4936,3150,1.05,25.00
4937,3155,1.05,24.97
4938,3160,1.05,24.94
4939,3165,1.06,24.91
4940,3170,1.06,24.88
4941,3175,1.06,24.85
4942,3180,1.06,24.82
4943,3185,1.06,24.79
4944,3190,1.06,24.76
4945,3195,1.07,24.73
4946,3200,1.07,24.70
4947,3205,1.07,24.67
4948,3210,1.07,24.64
4949,3215,1.07,24.61
4950,3220,1.07,24.58
4951,3225,1.08,24.55
4952,3230,1.08,24.52
4953,3235,1.08,24.49
4954,3240,1.08,24.46
4955,3245,1.08,24.43
4956,3250,1.08,24.40
4957,3255,1.09,24.37
4958,3260,1.09,24.34
4959,3265,1.09,24.31
4960,3270,1.09,24.28
4961,3275,1.09,24.25
4962,3280,1.09,24.22
4963,3285,1.10,24.19
4964,3290,1.10,24.16
4965,3295,1.10,24.13
4966,3300,1.10,24.10
4967,3305,1.10,24.07
4968,3310,1.10,24.04
4969,3315,1.11,24.01
4970,3320,1.11,23.98
4971,3325,1.11,23.95
4972,3330,1.11,23.92
4973,3335,1.11,23.89
4974,3340,1.11,23.86
4975,3345,1.12,23.83
4976,3350,1.12,23.80
4977,3355,1.12,23.77
4978,3360,1.12,23.74
4979,3365,1.12,23.71
4980,3370,1.12,23.68
4981,3375,1.13,23.65
4982,3380,1.13,23.62
4983,3385,1.13,23.59
4984,3390,1.13,23.56
4985,3395,1.13,23.53
4986,3400,1.13,23.50
4987,3405,1.14,23.47
4988,3410,1.14,23.44
4989,3415,1.14,23.41
4990,3420,1.14,23.38
4991,3425,1.14,23.35
4992,3430,1.14,23.32
4993,3435,1.15,23.29
4994,3440,1.15,23.26
4995,3445,1.15,23.23
4996,3450,1.15,23.20
4997,3455,1.15,23.17
4998,3460,1.15,23.14
4999,3465,1.16,23.11
5000,3470,1.16,23.08
5001,3475,1.16,23.05
5002,3480,1.16,23.02
5003,3485,1.16,22.99
5004,3490,1.16,22.96
5005,3495,1.17,22.93
5006,2900,1.00,22.90
5007,2904,1.00,22.87
5008,2908,1.00,22.84
5009,2912,1.00,22.81
5010,2916,1.01,22.78
5011,2920,1.01,22.75
5012,2924,1.01,22.72
5013,2928,1.01,22.69
5014,2932,1.01,22.66
5015,2936,1.01,22.63
5016,2940,1.01,22.60
5017,2944,1.02,22.57
5018,2948,1.02,22.54
5019,2952,1.02,22.51
5020,2956,1.02,22.48
5021,2960,1.02,22.45
5022,2964,1.02,22.42
5023,2968,1.02,22.39
5024,2972,1.02,22.36
5025,2976,1.03,22.33
5026,2980,1.03,22.30
5027,2984,1.03,22.27
5028,2988,1.03,22.24
5029,2992,1.03,22.21
5030,2996,1.03,22.18
5031,3000,1.03,22.15
5032,3004,1.04,22.12
5033,3008,1.04,22.09
5034,3012,1.04,22.06
5035,3016,1.04,22.03
5036,3020,1.04,22.00
5037,3024,1.04,21.97
5038,3028,1.04,21.94
5039,3032,1.05,21.91
5040,3036,1.05,21.88
5041,3040,1.05,21.85
5042,3044,1.05,21.82
5043,3048,1.05,21.79
5044,3052,1.05,21.76
5045,3056,1.05,21.73
5046,3060,1.06,21.70
5047,3064,1.06,21.67
5048,3068,1.06,21.64
5049,3072,1.06,21.61
5050,3076,1.06,21.58
5051,3080,1.06,21.55
5052,3084,1.06,21.52
5053,3088,1.06,21.49
5054,3092,1.07,21.46
5055,3096,1.07,21.43
5056,3100,1.07,21.40
5057,3104,1.07,21.37
5058,3108,1.07,21.34
5059,3112,1.07,21.31
5060,3116,1.07,21.28
5061,3120,1.08,21.25
5062,3124,1.08,21.22
5063,3128,1.08,21.19
5064,3132,1.08,21.16
5065,3136,1.08,21.13
5066,3140,1.08,21.10
5067,3144,1.08,21.07
5068,3148,1.09,21.04
5069,3152,1.09,21.01
5070,3156,1.09,20.98
5071,3160,1.09,20.95
5072,3164,1.09,20.92
5073,3168,1.09,20.89
5074,3172,1.09,20.86
5075,3176,1.10,20.83
5076,3180,1.10,20.80
5077,3184,1.10,20.77
5078,3188,1.10,20.74
5079,3192,1.10,20.71
5080,3196,1.10,20.68
5081,3200,1.10,20.65
5082,3204,1.10,20.62
5083,3208,1.11,20.59
5084,3212,1.11,20.56
5085,3216,1.11,20.53
5086,3220,1.11,20.50
5087,3224,1.11,20.47
5088,3228,1.11,20.44
5089,3232,1.11,20.41
5090,3236,1.12,20.38
5091,3240,1.12,20.35
5092,3244,1.12,20.32
5093,3248,1.12,20.29
5094,3252,1.12,20.26
5095,3256,1.12,20.23
5096,3260,1.12,20.20
5097,3264,1.13,20.17
5098,3268,1.13,20.14
5099,3272,1.13,20.11
5100,3276,1.13,20.08
5101,3280,1.13,20.05
5102,3284,1.13,20.02
5103,3288,1.13,19.99
5104,3292,1.14,19.96
5105,3296,1.14,19.93
5106,3300,1.14,19.90
